Symbol,Name,LastSale, MarketCap ,IPOyear,Sector,industry,Summary Quote
ENG,ENGlobal Corporation,1.16, $31.8M ,n/a,Consumer Services,Military/Government/Technical,https://www.nasdaq.com/symbol/eng
ENLV,Enlivex Therapeutics Ltd.,26.95, $272.56M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enlv
ENOB,"Enochian Biosciences, Inc.",4.59, $178.04M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enob
ENPH,"Enphase Energy, Inc.",32.17, $3.92B ,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/enph
ENSG,"The Ensign Group, Inc.",52.05, $2.78B ,2007,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/ensg
ENT,Global Eagle Entertainment Inc.,0.6301, $58.49M ,2011,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/ent
ENTA,"Enanta Pharmaceuticals, Inc.",73.14, $1.44B ,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/enta
ENTG,"Entegris, Inc.",42.18, $5.7B ,2000,Consumer Non-Durables,Plastic Products,https://www.nasdaq.com/symbol/entg
ENTX,Entera Bio Ltd.,2.42, $27.73M ,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entx
ENTXW,Entera Bio Ltd.,0.7, n/a ,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/entxw
ENZL,iShares MSCI New Zealand ETF,53.43, $200.36M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/enzl
EOLS,"Evolus, Inc.",16, $437.97M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eols
EPAY,"Bottomline Technologies, Inc.",42.66, $1.86B ,1999,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/epay
EPIX,ESSA Pharma Inc.,1.66, $24.36M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epix
EPSN,Epsilon Energy Ltd.,3.5, $95.85M ,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/epsn
EPZM,"Epizyme, Inc.",12.74, $1.16B ,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/epzm
EQ,"Equillium, Inc.",3.76, $65.33M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eq
EQBK,"Equity Bancshares, Inc.",25.7, $399.99M ,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/eqbk
EQIX,"Equinix, Inc.",548.38, $46.51B ,2000,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/eqix
EQRR,ProShares Equities for Rising Rates ETF,38.0315, $3.04M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eqrr
ERI,"Eldorado Resorts, Inc.",40.56, $3.15B ,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/eri
ERIC,Ericsson,8.72, $28.82B ,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/eric
ERIE,Erie Indemnity Company,222.87, $11.65B ,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/erie
ERII,"Energy Recovery, Inc.",9.69, $532.61M ,2008,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/erii
ERYP,Erytech Pharma S.A.,5.7138, $102.49M ,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/eryp
ESBK,Elmira Savings Bank NY (The),14.6691, $51.09M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esbk
ESCA,"Escalade, Incorporated",10.86, $157.12M ,n/a,Consumer Non-Durables,Recreational Products/Toys,https://www.nasdaq.com/symbol/esca
ESEA,Euroseas Ltd.,0.5112, $6.4M ,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/esea
ESG,FlexShares STOXX US ESG Impact Index Fund,69.9538, $36.73M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esg
ESGD,iShares ESG MSCI EAFE ETF,61.76, $883.17M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgd
ESGE,iShares ESG MSCI EM ETF,31.79, $667.59M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esge
ESGG,FlexShares STOXX Global ESG Impact Index Fund,97.55, $82.92M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgg
ESGR,Enstar Group Limited,176.7, $3.8B ,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgr
ESGRO,Enstar Group Limited,26.65," $117,260.00 ",n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgro
ESGRP,Enstar Group Limited,26.86," $429,760.00 ",n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/esgrp
ESGU,iShares ESG MSCI USA ETF,64.2532, $276.29M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/esgu
ESLT,Elbit Systems Ltd.,161.5, $7.13B ,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/eslt
ESPR,"Esperion Therapeutics, Inc.",37.61, $1.02B ,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/espr
ESQ,"Esquire Financial Holdings, Inc.",23.39, $176.4M ,2017,Finance,Commercial Banks,https://www.nasdaq.com/symbol/esq
ESSA,"ESSA Bancorp, Inc.",14.9, $169.99M ,n/a,Finance,Banks,https://www.nasdaq.com/symbol/essa
ESTA,Establishment Labs Holdings Inc.,22.54, $460.02M ,2018,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/esta
ESTR,"Estre Ambiental, Inc.",0.8401, $43M ,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estr
ESTRW,"Estre Ambiental, Inc.",0.005, n/a ,n/a,Public Utilities,Environmental Services,https://www.nasdaq.com/symbol/estrw
ESXB,Community Bankers Trust Corporation.,7.99, $177.85M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/esxb
ETFC,E*TRADE Financial Corporation,41.9, $10.05B ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/etfc
ETON,"Eton Pharmaceuticals, Inc.",5.93, $105.33M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eton
ETSY,"Etsy, Inc.",55.74, $6.71B ,2015,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/etsy
ETTX,Entasis Therapeutics Holdings Inc.,7.2, $94.55M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ettx
EUFN,iShares MSCI Europe Financials Sector Index Fund,16.64, $982.59M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/eufn
EVBG,"Everbridge, Inc.",82.41, $2.77B ,2016,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/evbg
EVER,"EverQuote, Inc.",21.33, $550.44M ,2018,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/ever
EVFM,"Evofem Biosciences, Inc.",5.33, $248.38M ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evfm
EVGBC,Eaton Vance NextShares Trust,99.99, $62.49M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evgbc
EVGN,Evogene Ltd.,1.67, $43.01M ,n/a,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/evgn
EVK,"Ever-Glory International Group, Inc.",3.3, $48.84M ,n/a,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/evk
EVLMC,Eaton Vance NextShares Trust II,99.96, $69.97M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evlmc
EVLO,"Evelo Biosciences, Inc.",5.98, $191.72M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evlo
EVOK,"Evoke Pharma, Inc.",0.8751, $21.1M ,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/evok
EVOL,"Evolving Systems, Inc.",0.77, $9.36M ,1998,Technology,EDP Services,https://www.nasdaq.com/symbol/evol
EVOP,"EVO Payments, Inc.",28.54, $2.34B ,2018,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/evop
EVSI,"Envision Solar International, Inc.",5.7395, $29.33M ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/evsi
EVSIW,"Envision Solar International, Inc.",1.4, n/a ,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/evsiw
EVSTC,Eaton Vance NextShares Trust,99.98, $44.99M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/evstc
EWBC,"East West Bancorp, Inc.",41.14, $5.99B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ewbc
EWJE,iShares MSCI Japan Equal Weighted ETF,32.3, $6.46M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ewje
EWJV,iShares MSCI Japan Value ETF,23.35, $7.01M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ewjv
EWZS,iShares MSCI Brazil Small-Cap ETF,18.13, $100.62M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ewzs
EXAS,Exact Sciences Corporation,121.13, $15.68B ,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exas
EXEL,"Exelixis, Inc.",20.19, $6.12B ,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/exel
EXFO,EXFO Inc,3.72, $88.36M ,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/exfo
EXLS,"ExlService Holdings, Inc.",68, $2.32B ,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/exls
EXPD,"Expeditors International of Washington, Inc.",71.6, $12.22B ,n/a,Transportation,Oil Refining/Marketing,https://www.nasdaq.com/symbol/expd
EXPE,"Expedia Group, Inc.",129.15, $18.92B ,n/a,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/expe
EXPI,"eXp World Holdings, Inc.",9.54, $596.49M ,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/expi
EXPO,"Exponent, Inc.",70.24, $3.65B ,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/expo
EXTR,"Extreme Networks, Inc.",7.89, $940.27M ,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/extr
EYE,"National Vision Holdings, Inc.",30.02, $2.36B ,2017,Health Care,Ophthalmic Goods,https://www.nasdaq.com/symbol/eye
EYEG,"Eyegate Pharmaceuticals, Inc.",0.2025, $9.25M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyeg
EYEGW,"Eyegate Pharmaceuticals, Inc.",0.0398, n/a ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyegw
EYEN,"Eyenovia, Inc.",3.34, $57.12M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/eyen
EYES,"Second Sight Medical Products, Inc.",0.85, $105.9M ,2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyes
EYESW,"Second Sight Medical Products, Inc.",0.18, n/a ,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/eyesw
EYPT,"EyePoint Pharmaceuticals, Inc.",1.46, $155.19M ,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/eypt
EZPW,"EZCORP, Inc.",8.31, $460.75M ,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/ezpw
FAAR,First Trust Alternative Absolute Return Strategy ETF,26.6545, $46.65M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/faar
FAB,First Trust Multi Cap Value AlphaDEX Fund,50.99, $79.03M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fab
FAD,First Trust Multi Cap Growth AlphaDEX Fund,74.7643, $183.17M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fad
FALN,iShares Fallen Angels USD Bond ETF,26.495, $107.3M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/faln
FAMI,"FARMMI, INC.",1.2576, $15.01M ,2018,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/fami
FANG,"Diamondback Energy, Inc.",99.94, $16.29B ,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/fang
FANH,Fanhua Inc.,33.15, $2.11B ,n/a,Finance,Specialty Insurers,https://www.nasdaq.com/symbol/fanh
FARM,Farmer Brothers Company,13.52, $230.38M ,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/farm
FARO,"FARO Technologies, Inc.",49.74, $862.44M ,1997,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/faro
FAST,Fastenal Company,29.96, $17.18B ,1987,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/fast
FAT,FAT Brands Inc.,3.67, $43.33M ,2017,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/fat
FATE,"Fate Therapeutics, Inc.",18.26, $1.19B ,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fate
FB,"Facebook, Inc.",188.45, $537.64B ,2012,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/fb
FBIO,"Fortress Biotech, Inc.",1.5, $103.56M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fbio
FBIOP,"Fortress Biotech, Inc.",21.94, $21.94M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fbiop
FBIZ,"First Business Financial Services, Inc.",23.76, $205.19M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbiz
FBMS,"The First Bancshares, Inc.",32.03, $548.94M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbms
FBNC,First Bancorp,36.12, $1.07B ,1987,Finance,Major Banks,https://www.nasdaq.com/symbol/fbnc
FBSS,"Fauquier Bankshares, Inc.",20.4512, $77.41M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fbss
FBZ,First Trust Brazil AlphaDEX Fund,16.65, $135.7M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fbz
FCA,First Trust China AlphaDEX Fund,22.81, $9.12M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fca
FCAL,First Trust California Municipal High income ETF,53.42, $34.72M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcal
FCAN,First Trust Canada AlphaDEX Fund,22.31, $4.46M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcan
FCAP,"First Capital, Inc.",56.2, $189.04M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fcap
FCBC,"First Community Bankshares, Inc.",33.5, $523.85M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbc
FCBP,First Choice Bancorp,21.7, $254.74M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcbp
FCCO,First Community Corporation,18.63, $137.8M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcco
FCCY,1st Constitution Bancorp (NJ),17.33, $149.98M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fccy
FCEF,First Trust CEF Income Opportunity ETF,21.8001, $37.17M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcef
FCEL,"FuelCell Energy, Inc.",0.3236, $34.86M ,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/fcel
FCFS,"FirstCash, Inc.",100.03, $4.3B ,1991,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/fcfs
FCNCA,"First Citizens BancShares, Inc.",443.41, $4.93B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fcnca
FCSC,Fibrocell Science Inc.,1.79, $17.47M ,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fcsc
FCVT,First Trust SSI Strategic Convertible Securities ETF,31.43, $193.29M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fcvt
FDBC,"Fidelity D & D Bancorp, Inc.",62.8, $237.48M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fdbc
FDEF,First Defiance Financial Corp.,27.64, $545.28M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fdef
FDIV,First Trust Strategic Income ETF,51.78, $82.85M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdiv
FDNI,First Trust Dow Jones International Internet ETF,21.5, $4.3M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdni
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,50.87, $908.13M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdt
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,33.89, $8.47M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdts
FDUS,Fidus Investment Corporation,14.74, $360.59M ,2011,n/a,n/a,https://www.nasdaq.com/symbol/fdus
FDUSL,Fidus Investment Corporation,25.6, n/a ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdusl
FDUSZ,Fidus Investment Corporation,25.58, n/a ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fdusz
FEIM,"Frequency Electronics, Inc.",11, $98.96M ,n/a,Capital Goods,Electrical Products,https://www.nasdaq.com/symbol/feim
FELE,"Franklin Electric Co., Inc.",45.53, $2.11B ,n/a,Consumer Durables,Metal Fabrications,https://www.nasdaq.com/symbol/fele
FEM,First Trust Emerging Markets AlphaDEX Fund,23.1, $608.69M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fem
FEMB,First Trust Emerging Markets Local Currency Bond ETF,38.5, $125.13M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/femb
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,34.35, $139.12M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fems
FENC,Fennec Pharmaceuticals Inc.,4.5, $89.53M ,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/fenc
FEP,First Trust Europe AlphaDEX Fund,33.62, $531.2M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fep
FEUZ,First Trust Eurozone AlphaDEX ETF,37.2, $46.5M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/feuz
FEX,First Trust Large Cap Core AlphaDEX Fund,60.2, $1.35B ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fex
FEYE,"FireEye, Inc.",12.98, $2.79B ,2013,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/feye
FFBC,First Financial Bancorp.,23.96, $2.36B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffbc
FFBW,"FFBW, Inc.",10, $65.81M ,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ffbw
FFHL,"Fuwei Films (Holdings) Co., Ltd.",1.87, $6.11M ,2006,Capital Goods,Specialty Chemicals,https://www.nasdaq.com/symbol/ffhl
FFIC,Flushing Financial Corporation,19.78, $557.56M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffic
FFIN,"First Financial Bankshares, Inc.",31.19, $4.24B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffin
FFIV,"F5 Networks, Inc.",131.61, $7.91B ,1999,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ffiv
FFNW,"First Financial Northwest, Inc.",14.54, $150.8M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffnw
FFWM,First Foundation Inc.,14.35, $640.54M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ffwm
FGBI,"First Guaranty Bancshares, Inc.",21.09, $185.74M ,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/fgbi
FGEN,"FibroGen, Inc",45.09, $3.92B ,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fgen
FGM,First Trust Germany AlphaDEX Fund,39.22, $133.35M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fgm
FHB,"First Hawaiian, Inc.",25.18, $3.36B ,2016,Finance,Major Banks,https://www.nasdaq.com/symbol/fhb
FHK,First Trust Hong Kong AlphaDEX Fund,31.39, $3.14M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fhk
FHL,Futu Holdings Limited,10.37, $1.15B ,2019,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/fhl
FIBK,"First Interstate BancSystem, Inc.",39, $2.54B ,2010,Finance,Major Banks,https://www.nasdaq.com/symbol/fibk
FID,First Trust S&P International Dividend Aristocrats ETF,16.38, $16.38M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fid
FINX,Global X FinTech ETF,28.85, $429.84M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/finx
FISI,"Financial Institutions, Inc.",29.62, $473.76M ,1999,Finance,Major Banks,https://www.nasdaq.com/symbol/fisi
FISV,"Fiserv, Inc.",105.78, $71.88B ,1986,Technology,EDP Services,https://www.nasdaq.com/symbol/fisv
FITB,Fifth Third Bancorp,26.44, $19.31B ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitb
FITBI,Fifth Third Bancorp,28.37, $510.66M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/fitbi
FIVE,"Five Below, Inc.",111.55, $6.24B ,2012,Consumer Services,Department/Specialty Retail Stores,https://www.nasdaq.com/symbol/five
FIVN,"Five9, Inc.",64, $3.88B ,2014,Technology,EDP Services,https://www.nasdaq.com/symbol/fivn
FIXD,First Trust TCW Opportunistic Fixed Income ETF,52.55, $798.76M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fixd
FIXX,"Homology Medicines, Inc.",15.25, $670.48M ,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/fixx
FIZZ,National Beverage Corp.,43.55, $2.03B ,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/fizz
FJP,First Trust Japan AlphaDEX Fund,45.4407, $77.25M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fjp
FKO,First Trust South Korea AlphaDEX Fund,18.865, $1.89M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fko
FKU,First Trust United Kingdom AlphaDEX Fund,33.91, $8.48M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/fku
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,35.9187, $14.37M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/flag
FLAT,Barclays PLC,69.8019, $4.78M ,n/a,n/a,n/a,https://www.nasdaq.com/symbol/flat
FLDM,Fluidigm Corporation,6.81, $472.64M ,2011,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/fldm
FLEX,Flex Ltd.,10.42, $5.36B ,1994,Technology,Electrical Products,https://www.nasdaq.com/symbol/flex
FLGT,"Fulgent Genetics, Inc.",10.99, $201.38M ,2016,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/flgt
FLIC,The First of Long Island Corporation,21.87, $539.56M ,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/flic
FLIR,"FLIR Systems, Inc.",47.35, $6.42B ,1993,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/flir
FLL,"Full House Resorts, Inc.",1.87, $50.45M ,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/fll
FLLCU,Fellazo Inc.,9.981, $52.05M ,2019,Finance,Business Services,https://www.nasdaq.com/symbol/fllcu
FLMN,Falcon Minerals Corporation,6.25, $536.64M ,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmn
FLMNW,Falcon Minerals Corporation,0.45, n/a ,2017,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/flmnw
